stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
5213_1,,大法寺前,,35.696556,139.647830,,,0,5213,,,
5213_2,,大法寺前,,35.696575,139.647550,,,0,5213,,,
5213_4,,大法寺前,,35.696636,139.647690,,,0,5213,,,
5215_1,,松の木,,35.695152,139.643830,,,0,5215,,,
5215_2,,松の木,,35.695297,139.643970,,,0,5215,,,
5215_4,,松の木,,35.695360,139.644090,,,0,5215,,,
5217_1,,成田東,,35.693554,139.640200,,,0,5217,,,
5217_2,,成田東,,35.693650,139.640100,,,0,5217,,,
5219_1,,成田東三丁目,,35.692130,139.637500,,,0,5219,,,
5219_2,,成田東三丁目,,35.692290,139.637710,,,0,5219,,,
5221_1,,善福寺川緑地公園前,,35.691730,139.634030,,,0,5221,,,
5221_2,,善福寺川緑地公園前,,35.691837,139.633880,,,0,5221,,,
5223_1,,杉並第二小学校,,35.691100,139.631450,,,0,5223,,,
5223_2,,杉並第二小学校,,35.690857,139.630370,,,0,5223,,,
5225_1,,豊多摩高校,,35.690662,139.629910,,,0,5225,,,
5227_0,,五日市街道営業所,,35.690667,139.626379,,,0,5227,,,
5227_1,,五日市街道営業所,,35.690685,139.626420,,,0,5227,,,
5227_2,,五日市街道営業所,,35.690697,139.627260,,,0,5227,,,
5227_3,,五日市街道営業所,,35.690690,139.626480,,,0,5227,,,
5229_1,,高井戸境,,35.690414,139.622600,,,0,5229,,,
5229_2,,高井戸境,,35.690544,139.622680,,,0,5229,,,
5231_1,,宮前一丁目,,35.690250,139.615200,,,0,5231,,,
5231_2,,宮前一丁目,,35.690300,139.615310,,,0,5231,,,
5233_1,,高井戸警察署,,35.691160,139.612300,,,0,5233,,,
5233_2,,高井戸警察署,,35.691467,139.611710,,,0,5233,,,
5235_1,,春日神社,,35.692596,139.608890,,,0,5235,,,
5235_2,,春日神社,,35.692524,139.609200,,,0,5235,,,
5237_1,,宮前四丁目,,35.693570,139.606810,,,0,5237,,,
5237_2,,宮前四丁目,,35.693687,139.606750,,,0,5237,,,
5239_0,,宮前三丁目,,35.694492,139.604744,,,0,5239,,,
5239_2,,宮前三丁目,,35.694542,139.604810,,,0,5239,,,
5239_3,,宮前三丁目,,35.694830,139.605180,,,0,5239,,,
5240_1,,宮前ふれあいの家,,35.695558,139.602533,,,0,5240,,,
